DateRep;Country;Deaths_cumsum
9/12/20;Acomayo;2
9/12/20;Anta;15
9/12/20;Calca;7
9/12/20;Canas;2
9/12/20;Canchis;36
9/12/20;Chumbivilcas;3
9/12/20;Cusco;923
9/12/20;Espinar;12
9/12/20;La Convencion;32
9/12/20;Paruro;5
9/12/20;Paucartambo;0
9/12/20;Quispicanchi;16
9/12/20;Urubamba;13
9/13/20;Acomayo;2
9/13/20;Anta;15
9/13/20;Calca;7
9/13/20;Canas;2
9/13/20;Canchis;36
9/13/20;Chumbivilcas;3
9/13/20;Cusco;927
9/13/20;Espinar;12
9/13/20;La Convencion;32
9/13/20;Paruro;5
9/13/20;Paucartambo;0
9/13/20;Quispicanchi;16
9/13/20;Urubamba;13
9/14/20;Acomayo;2
9/14/20;Anta;15
9/14/20;Calca;7
9/14/20;Canas;2
9/14/20;Canchis;36
9/14/20;Chumbivilcas;3
9/14/20;Cusco;936
9/14/20;Espinar;12
9/14/20;La Convencion;32
9/14/20;Paruro;5
9/14/20;Paucartambo;0
9/14/20;Quispicanchi;16
9/14/20;Urubamba;13
9/15/20;Acomayo;2
9/15/20;Anta;15
9/15/20;Calca;7
9/15/20;Canas;2
9/15/20;Canchis;36
9/15/20;Chumbivilcas;3
9/15/20;Cusco;943
9/15/20;Espinar;12
9/15/20;La Convencion;32
9/15/20;Paruro;5
9/15/20;Paucartambo;0
9/15/20;Quispicanchi;16
9/15/20;Urubamba;13
9/16/20;Acomayo;2
9/16/20;Anta;16
9/16/20;Calca;7
9/16/20;Canas;2
9/16/20;Canchis;36
9/16/20;Chumbivilcas;3
9/16/20;Cusco;944
9/16/20;Espinar;12
9/16/20;La Convencion;32
9/16/20;Paruro;5
9/16/20;Paucartambo;0
9/16/20;Quispicanchi;17
9/16/20;Urubamba;13
9/17/20;Acomayo;2
9/17/20;Anta;17
9/17/20;Calca;7
9/17/20;Canas;2
9/17/20;Canchis;36
9/17/20;Chumbivilcas;3
9/17/20;Cusco;949
9/17/20;Espinar;12
9/17/20;La Convencion;32
9/17/20;Paruro;5
9/17/20;Paucartambo;0
9/17/20;Quispicanchi;18
9/17/20;Urubamba;13
9/18/20;Acomayo;2
9/18/20;Anta;17
9/18/20;Calca;7
9/18/20;Canas;2
9/18/20;Canchis;36
9/18/20;Chumbivilcas;3
9/18/20;Cusco;952
9/18/20;Espinar;12
9/18/20;La Convencion;34
9/18/20;Paruro;5
9/18/20;Paucartambo;0
9/18/20;Quispicanchi;18
9/18/20;Urubamba;13
9/19/20;Acomayo;2
9/19/20;Anta;17
9/19/20;Calca;7
9/19/20;Canas;2
9/19/20;Canchis;36
9/19/20;Chumbivilcas;3
9/19/20;Cusco;953
9/19/20;Espinar;12
9/19/20;La Convencion;34
9/19/20;Paruro;5
9/19/20;Paucartambo;0
9/19/20;Quispicanchi;19
9/19/20;Urubamba;13
9/2/20;Acomayo;1
9/2/20;Anta;15
9/2/20;Calca;6
9/2/20;Canas;2
9/2/20;Canchis;35
9/2/20;Chumbivilcas;3
9/2/20;Cusco;859
9/2/20;Espinar;11
9/2/20;La Convencion;29
9/2/20;Paruro;5
9/2/20;Paucartambo;0
9/2/20;Quispicanchi;16
9/2/20;Urubamba;12
9/20/20;Acomayo;2
9/20/20;Anta;17
9/20/20;Calca;7
9/20/20;Canas;2
9/20/20;Canchis;36
9/20/20;Chumbivilcas;3
9/20/20;Cusco;956
9/20/20;Espinar;12
9/20/20;La Convencion;36
9/20/20;Paruro;5
9/20/20;Paucartambo;0
9/20/20;Quispicanchi;19
9/20/20;Urubamba;13
9/21/20;Acomayo;2
9/21/20;Anta;17
9/21/20;Calca;7
9/21/20;Canas;2
9/21/20;Canchis;36
9/21/20;Chumbivilcas;3
9/21/20;Cusco;960
9/21/20;Espinar;12
9/21/20;La Convencion;36
9/21/20;Paruro;5
9/21/20;Paucartambo;0
9/21/20;Quispicanchi;19
9/21/20;Urubamba;13
9/22/20;Acomayo;3
9/22/20;Anta;18
9/22/20;Calca;7
9/22/20;Canas;2
9/22/20;Canchis;36
9/22/20;Chumbivilcas;3
9/22/20;Cusco;960
9/22/20;Espinar;12
9/22/20;La Convencion;37
9/22/20;Paruro;5
9/22/20;Paucartambo;0
9/22/20;Quispicanchi;20
9/22/20;Urubamba;13
9/23/20;Acomayo;3
9/23/20;Anta;18
9/23/20;Calca;7
9/23/20;Canas;2
9/23/20;Canchis;36
9/23/20;Chumbivilcas;3
9/23/20;Cusco;964
9/23/20;Espinar;12
9/23/20;La Convencion;37
9/23/20;Paruro;5
9/23/20;Paucartambo;0
9/23/20;Quispicanchi;20
9/23/20;Urubamba;13
9/24/20;Acomayo;3
9/24/20;Anta;19
9/24/20;Calca;7
9/24/20;Canas;2
9/24/20;Canchis;36
9/24/20;Chumbivilcas;3
9/24/20;Cusco;970
9/24/20;Espinar;12
9/24/20;La Convencion;38
9/24/20;Paruro;5
9/24/20;Paucartambo;0
9/24/20;Quispicanchi;20
9/24/20;Urubamba;13
9/25/20;Acomayo;3
9/25/20;Anta;19
9/25/20;Calca;7
9/25/20;Canas;2
9/25/20;Canchis;38
9/25/20;Chumbivilcas;3
9/25/20;Cusco;973
9/25/20;Espinar;12
9/25/20;La Convencion;39
9/25/20;Paruro;5
9/25/20;Paucartambo;0
9/25/20;Quispicanchi;20
9/25/20;Urubamba;13
9/26/20;Acomayo;3
9/26/20;Anta;19
9/26/20;Calca;7
9/26/20;Canas;2
9/26/20;Canchis;39
9/26/20;Chumbivilcas;3
9/26/20;Cusco;977
9/26/20;Espinar;13
9/26/20;La Convencion;39
9/26/20;Paruro;6
9/26/20;Paucartambo;0
9/26/20;Quispicanchi;20
9/26/20;Urubamba;13
9/27/20;Acomayo;3
9/27/20;Anta;19
9/27/20;Calca;7
9/27/20;Canas;2
9/27/20;Canchis;40
9/27/20;Chumbivilcas;3
9/27/20;Cusco;978
9/27/20;Espinar;13
9/27/20;La Convencion;39
9/27/20;Paruro;7
9/27/20;Paucartambo;0
9/27/20;Quispicanchi;20
9/27/20;Urubamba;13
9/28/20;Acomayo;4
9/28/20;Anta;19
9/28/20;Calca;7
9/28/20;Canas;2
9/28/20;Canchis;40
9/28/20;Chumbivilcas;3
9/28/20;Cusco;982
9/28/20;Espinar;13
9/28/20;La Convencion;40
9/28/20;Paruro;7
9/28/20;Paucartambo;0
9/28/20;Quispicanchi;20
9/28/20;Urubamba;13
9/29/20;Acomayo;4
9/29/20;Anta;19
9/29/20;Calca;8
9/29/20;Canas;2
9/29/20;Canchis;40
9/29/20;Chumbivilcas;3
9/29/20;Cusco;984
9/29/20;Espinar;13
9/29/20;La Convencion;41
9/29/20;Paruro;7
9/29/20;Paucartambo;0
9/29/20;Quispicanchi;20
9/29/20;Urubamba;13
9/3/20;Acomayo;1
9/3/20;Anta;15
9/3/20;Calca;7
9/3/20;Canas;2
9/3/20;Canchis;35
9/3/20;Chumbivilcas;3
9/3/20;Cusco;863
9/3/20;Espinar;11
9/3/20;La Convencion;29
9/3/20;Paruro;5
9/3/20;Paucartambo;0
9/3/20;Quispicanchi;16
9/3/20;Urubamba;12
9/30/20;Acomayo;4
9/30/20;Anta;19
9/30/20;Calca;8
9/30/20;Canas;2
9/30/20;Canchis;40
9/30/20;Chumbivilcas;3
9/30/20;Cusco;987
9/30/20;Espinar;13
9/30/20;La Convencion;41
9/30/20;Paruro;7
9/30/20;Paucartambo;0
9/30/20;Quispicanchi;20
9/30/20;Urubamba;13
9/4/20;Acomayo;1
9/4/20;Anta;15
9/4/20;Calca;7
9/4/20;Canas;2
9/4/20;Canchis;35
9/4/20;Chumbivilcas;3
9/4/20;Cusco;867
9/4/20;Espinar;12
9/4/20;La Convencion;29
9/4/20;Paruro;5
9/4/20;Paucartambo;0
9/4/20;Quispicanchi;16
9/4/20;Urubamba;12
9/5/20;Acomayo;1
9/5/20;Anta;15
9/5/20;Calca;7
9/5/20;Canas;2
9/5/20;Canchis;35
9/5/20;Chumbivilcas;3
9/5/20;Cusco;876
9/5/20;Espinar;12
9/5/20;La Convencion;29
9/5/20;Paruro;5
9/5/20;Paucartambo;0
9/5/20;Quispicanchi;16
9/5/20;Urubamba;13
9/6/20;Acomayo;1
9/6/20;Anta;15
9/6/20;Calca;7
9/6/20;Canas;2
9/6/20;Canchis;35
9/6/20;Chumbivilcas;3
9/6/20;Cusco;882
9/6/20;Espinar;12
9/6/20;La Convencion;29
9/6/20;Paruro;5
9/6/20;Paucartambo;0
9/6/20;Quispicanchi;16
9/6/20;Urubamba;13
9/7/20;Acomayo;1
9/7/20;Anta;15
9/7/20;Calca;7
9/7/20;Canas;2
9/7/20;Canchis;35
9/7/20;Chumbivilcas;3
9/7/20;Cusco;884
9/7/20;Espinar;12
9/7/20;La Convencion;29
9/7/20;Paruro;5
9/7/20;Paucartambo;0
9/7/20;Quispicanchi;16
9/7/20;Urubamba;13
9/8/20;Acomayo;1
9/8/20;Anta;15
9/8/20;Calca;7
9/8/20;Canas;2
9/8/20;Canchis;35
9/8/20;Chumbivilcas;3
9/8/20;Cusco;892
9/8/20;Espinar;12
9/8/20;La Convencion;30
9/8/20;Paruro;5
9/8/20;Paucartambo;0
9/8/20;Quispicanchi;16
9/8/20;Urubamba;13
9/9/20;Acomayo;1
9/9/20;Anta;15
9/9/20;Calca;7
9/9/20;Canas;2
9/9/20;Canchis;36
9/9/20;Chumbivilcas;3
9/9/20;Cusco;898
9/9/20;Espinar;12
9/9/20;La Convencion;30
9/9/20;Paruro;5
9/9/20;Paucartambo;0
9/9/20;Quispicanchi;16
9/9/20;Urubamba;13
